764,inaccurate,부정확한
765,percentage,"비율, 백분율"
766,reduce,"줄이다, 감소시키다"
767,tend,"~하는 경향이 있다, ~하기 쉽다"
768,audit,"회계 감사, 심사"
769,accounting,회계
770,budget,예산
771,financial,"재정의, 금전상의"
772,curtail,"~을 줄이다, 삭감하다"
773,deficit,"적자, 부족액"
774,recently,최근에
775,substantially,"크게, 상당히"
776,committee,위원회
777,frequently,"자주, 흔히"
778,capability,"능력, 역량"
779,proceeds,수익금
780,reimburse,"변제하다, 상환하다"
781,considerably,"상당히, 많이"
782,adequate,"충분한, 적절한"
783,total,"총계의, 전부의"
784,allocate,"할당하다, 배분하다"
785,inspector,"조사관, 감독관"
786,preferred,"선호되는, 우선의"
787,quarter,사분기; 4분의1
788,interrupt,"중단시키다, 방해하다"
789,browse,"흝어보다, 둘러보다"
790,prompt,"즉각적인; 신속한, 촉발하다, 유도하다"
791,deduct,"공제하다, 빼다"
792,measurement,"측정, 측량; 치수"
793,shorten,"단축하다, 짧게하다"
794,amend,수정하다
795,calculate,"계산하다, 산출하다"
796,exempt,"면제된, ~이 없는"
797,deficient,"부족한, 불충분한"
798,compare,비교하다
799,fortunate,운 좋은
800,expenditure,"지출, 비용"
801,accurately,정확하게
802,worth,"~의 가치가 있는, (얼마)어치, 가치"
803,excess,"초과, 초과량"
804,fiscal,"회계의, 재정상의"
805,incidental,부수적인
806,inflation,"물가상승, 인플레이션, 통화팽창"
807,liable,책임져야 할; ~하기 쉬운
808,spend,"~을 쓰다, 소비하다"
809,turnover,"총 매상고, 거래액; 이직률"
810,announce,발표하다
811,interested,관련 있는; 관심이 있는
812,active,"적극적인, 활발한"
813,accept,"수락하다, 승낙하다"
814,foresee,"예견하다, 예감하다"
815,expansion,"확장, 팽창"
816,relocate,(공장 등을)이전하다
817,competitor,"경쟁업체, 경쟁자"
818,asset,자산
819,contribute,"기여하다, 공헌하다"
820,dedicated,"(목표 등에)전념하는, 헌신적인"
821,misplace,"잃어버리다, 위치를 잘못 잡다"
822,considerable,(정도나 양이)상당한
823,last,지속되다
824,emerge,"부상하다, 나타나다"
825,grow,"성장하다, 성장시키다, 증가시키다"
826,select,"선발하다, 선택하다"
827,merge,"합병하다, 병합하다"
828,imply,"암시하다, 넌지시 나타내다, 의미하다"
829,vital,필수적인
830,persist,"(집요하게)계속하다, 계속되다, 지속되다"
831,independent,"독립적인, 독자적인"
832,force,세력
833,establish,설립하다
834,initiate,"(사업 등을) 착수하다, 시작하다"
835,enhance,"(질 등을) 향상시키다, 높이다, 강화하다"
836,renowned,"저명한, 유명한, 명성이 있는"
837,informed,정보에 근거한
838,minutes,회의록
839,waive,"(규칙 등을)적용하지 않다,
(권리,청구등을)포기하다"
840,reach,"(치수,양 등이)~에 달하다;~에 도착하다"
841,authority,권한; 당국
842,acquire,"매입하다, 취득하다"
843,surpass,"~을 능가하다, 넘어서다"
844,run,"~을 운영하다, 경영하다"
845,improbable,"사실이라고 생각할 수 없는,일어날 것 같지 않은"
846,edge,"우위, 유리함; 가장자리, 끝"
847,simultaneously,동시에
848,reveal,"밝히다, 누설하다"
849,productivity,생산성
850,uncertain,"확신이 없는, 불확실한"
851,premier,"으뜸의, 첫째의"
852,agenda,"의제, 의사일정"
853,convene,"(회원 등이)모이다, (회의가)개최되다"
854,refute,"부인하다, 반박하다"
855,coordination,조정
856,unanimous,"만장일치의, 동의하는"
857,convince,"납득시키다, 확신시키다"
858,consensus,"여론, 일치된 의견"
859,defer,"연기하다, 미루다"
860,usually,"보통, 일반적으로"
861,reschedule,일정을 바꾸다
862,meeting,회의
863,determine,"알아내다; 결정하다, 확정하다"
864,report,"보고하다; 출두하다,(직장,회의 등에 도착을)알리다,보고서; 보도, 기록"
865,comment,"논평하다, 언급하다"
866,phase,단계
867,approve,"승인하다, 찬성하다"
868,enclosed,동봉된
869,easy,"쉬운, 용이한"
870,record,"기록; 경력, 이력, 기록하다"
871,suggestion,제안
872,attention,"주의, 경청"
873,object,반대하다
874,coincidentally,"우연히, 일치하게, 동시 발생적으로"
875,crowded,"붐비는, 복잡한"
876,undergo,"겪다, 거치다, 경험하다"
877,outcome,결과
878,narrowly,"주의 깊게, 좁게; 가까스로, 간신히, 겨우"
879,differ,"의견을 달리하다, 다르다"
880,discuss,"논의하다, 토론하다"
881,give,"(연설, 수업 등을)하다"
882,brief,"~에게 간단히 설명하다, 브리핑하다"
883,distract,"(주의를)산만하게 하다, 빗기게 하다"
884,emphasis,"강조, 중점"
885,press,"언론(계),보도기관, 누르다"
886,organize,"준비하다, 조직하다, 정리하다"
887,mention,언급하다
888,persuasive,설득력 있는
889,understanding,이해심 있는
890,adjourn,(회의 등을)휴회하다
891,constructive,건설적인
892,preside,"(회의의)사회를 보다, ~의 의장을 맡아보다"
893,irrelevant,"관계가 없는, 무관한"
894,constraint,제한
895,host,(대회 등을)주최하다
896,annual,매년의
897,purpose,"목적, 의도"
898,enroll,등록하다
899,lecture,"강의, 강연"
900,participant,참가자
901,attend,"참석하다, 출석하다"
902,encourage,"장려하다, 복돋아주다"
903,leave,"휴가, 떠나다, 남기다"
904,recommendation,"추천사항, 추천"
905,conference,"회의, 회담"
906,schedule,~을 예정하다
907,include,포함하다
908,result,"결과,(~의 결과로)되다"
909,register,등록하다
910,require,요구하다
911,grateful,"고마워하는, 감사하는"
912,overtime,"초과근무, 야근"
913,responsibility,"부담, 책임, 의무"
914,assent,"찬성하다, 승인, 동의"
915,regard,"~을 -으로 간주하다, 여기다,관심,배려"
916,tentative,"임시적인, 잠정적인"
917,welcome,"반가운, 기꺼이 받아들여지는"
918,function,"행사, 연회"
919,commence,시작되다
920,objective,"목표, 목적"
921,excited,"신이 난, 들뜬"
922,reimbursement,"상환, 변제, 배상"
923,treatment,"대우, 처우"
924,honor,"존경, 명예"
925,emphasize,강조하다
926,entry,"(경기 등의)참가자, 출품물"
927,bonus,"상여금, 보너스"
928,salary,급여
929,earn,"(금전 등을)벌다; (평판을)받다, 얻다"
930,arise,"(문제 등이)발생하다, 일어나다"
931,labor,노동
932,union,노동조합
933,existing,"기존의, 현행의"
934,exploit,"착취하다, 부당하게 이용하다"
935,appoint,"임명하다, 지명하다"
936,appraisal,평가
937,promote,승진시키다; 촉진하다
938,skilled,"숙련된, 노련한"
939,radically,"완전히, 철저히, 근본적으로"
940,exceptional,"뛰어난, 예외적인"
941,appreciation,감사
942,evaluate,평가하다
943,suggest,"제안하다, 추천하다"
944,preference,선호
945,management,"경영진, 경영"
946,predict,예측하다
947,transfer,보내다; 전근시키다
948,award,상
949,mandatory,의무적인
950,competent,"유능한, 능숙한"
951,performance,"실적,성과; 공연,연주, 연기"
952,reward,"~에 보답하다, 보상하다, 포상,보상"
953,search,"찾기, 수색, 조사"
954,inexperienced,"경험없는, 미숙한"
955,early,"시간상 이른, 조기의"
956,designate,"지명하다, 지정하다"
957,executive,"경영의,관리의"
958,dedication,헌신
959,unanimously,만장일치로
960,progress,"진행, 진척, 진전, 진보하다, 발전하다"
961,congratulate,축하하다
962,dismiss,"해임하다, 해고하다"
963,independence,독립성
964,participation,"참여, 참가, 가입"
965,praise,칭찬
966,accomplishment,"성과,업적"
967,deliberation,"토의, 심의, 숙고"
968,leadership,"리더십, 지도력"
969,retire,"퇴직하다, 은퇴하다"
970,nomination,"임명, 지명"
971,reorganize,"재편성하다, 재조직하다"
972,serve,"근무하다, 일하다"
973,encouragement,격려
974,resignation,"사임, 사직, 사직서"
975,strictly,엄격히
976,congestion,"(교통의)체증, 혼잡"
977,alleviate,완화하다
978,divert,"우회시키다, 다른 곳으로 돌리다"
979,detour,우회
980,fuel,연료
981,malfunction,"오작동, 기능불량"
982,permit,"허락하다, 허가증"
983,transportation,"교통(수단), 운송 수단"
984,opportunity,기회
985,clearly,명확히
986,ongoing,계속 진행 중인
987,detailed,상세한
988,alternative,"대안, 대체, 다른, 대신의"
989,obtain,"획득하다, 얻다"
990,designated,지정된
991,intersection,"교차로, 교차지점"
992,equip,"갖추다, 설비하다"
993,commute,통근하다
994,downtown,"시내에서, 도심지로"
995,automotive,자동차의
996,closure,폐쇄
997,vehicle,"차량, 운송 수단"
998,platform,승강장
999,official,"공무원, 관리, 공식적인"
1000,transit,"교통, 수송, 통과하다"
1001,fare,교통요금
1002,expense,"비용, 지출"
1003,trust,"신뢰, 신임, 믿다, 신뢰하다"
1004,head,"(~의 방향으로)나아가다, 향하게 하다"
1005,drive,"(차 등을)운전하다, 타고가다, 조종하다"
1006,fine,벌금
1007,pass,"지나가다, 통과하다"
1008,securely,"(매듭 등이)단단하게, 튼튼하게"
1009,prominently,"눈에 잘 띄게, 두드러지게"
1010,reserved,"예약된, 예약한; 지정된"
1011,average,"평균치, 평균"
1012,collision,충돌
1013,tow,견인하다
1014,reverse,"뒤의, 반대의"
1015,obstruct,"(전망 등을)가리다, 차단하다;(도로 등을)막다"
1016,delinquent,"(세금 등이)연체된, 미불의"
1017,overdue,"(지불,반납 등의)기한이 지난, 지불 기한이 넘은"
1018,regrettably,유감스럽게도
1019,balance,"잔고, 차감 잔액"
1020,deposit,"입금하다, 예금하다"
1021,investigation,조사 
1022,account,계좌; 설명; 고려
1023,statement,"명세서, 성명서"
1024,amount,"액수, 양"
1025,withdrawal,(예금의)인출
1026,previously,이전에
1027,due,"만기가 된, 지불 기일이 된;(금전 등이)~에게 마땅히 지급되어야 할"
1028,receive,"받다, 수취하다"
1029,expect,"예상하다, 기대하다"
1030,certificate,"증명서, 증서"
1031,document,"서류, 문서"
1032,spending,소비; 지출
1033,successfully,성공적으로
1034,bill,"~에게 청구서를 보내다, 청구서, 계산서"
1035,pleasure,"즐거움, 기쁜, 영광"
1036,study,연구
1037,summary,"요약, 개요"
1038,temporary,임시의
1039,lower,"(양,가격을)줄이다"
1040,transaction,"거래, 업무"
1041,double,두배로 만들다
1042,identification,"신분증, 신분 증명서"
1043,dissatisfaction,"불만, 불평"
1044,in common,"공통으로, 공동으로"
1045,interest,관심; 권리; 이자
1046,reject,"거절하다, 거부하다"
1047,relation,관계
1048,tentatively,"임시로, 시험적으로"
1049,alternatively,"그렇지 않으면, 그 대신에"
1050,attentive,"주의 깊은, 세심한"
1051,convert,"전환하다, 변환하다"
1052,heavily,"몹시, 심하게"
1053,loan,"대출, 대출금"
1054,unexpected,예기치 않은
1055,cash,현금으로 바꾸다
1056,mortgage,(담보)대출
1057,payable,지불해야 하는
1058,personal,개인의
1059,investment,"투자, 투자금"
1060,incrative,"수익성 있는, 돈벌이가 되는"
1061,inherently,본질적으로
1062,secure,"확보하다, 얻어 내다;안전하게 지키다, 고정시키다"
1063,foreseeable,예견할 수 있는
1064,innate,타고난
1065,property,재산
1066,on behalf of,~을 대신해서
1067,lease,임대차(계약)
1068,sponsor,"후원하다, 후원자"
1069,propose,제안하다
1070,support,"후원, 원조, 지지, 지원하다,후원하다; 살게하다,(생명, 기력 등을)유지하다"
1071,distributuion,"분배, 배급"
1072,consider,고려하다
1073,nearly,"거의, 대략"
1074,consent,"동의, 허락, 동의하다"
1075,gratitude,"고마움, 감사"
1076,consult,"상의하다, 상담하다"
1077,advice,"조언, 충고"
1078,partially,"부분적으로, 일부분은"
1079,evident,"분명한, 명백한,"
1080,reliability,"신뢰도, 믿음직함"
1081,cautious,"조심하는, 신중한"
1082,insight,"식견, 통찰력"
1083,portfolio,"포트폴리오, 투자 자산 구성"
1084,possible,"가능한, 있음직한"
1085,speculation,추측
1086,solely,"오로지, 혼자서, 전적으로"
1087,entrepreneur,사업가
1088,eventually,"결국, 마침내"
1089,shareholder,주주
1090,outlook,전망
1091,stability,"안정, 안정성"
1092,bond,채권
1093,depreciation,"가치 하락, 화폐의 구매력 저하"
1094,increasing,증가하는
1095,prevalent,"유행하고 있는, 널리 퍼진"
1096,rapid,"빠른, 신속한"
1097,unprecedented,전례 없는
1098,yield,"(이윤을) 가져오다, 산출하다"
1099,furnished,가구가 비치된
1100,residence,"거주지, 주택"
1101,spacious,(공간이)넓은
1102,drape,(방 등을 커튼 등으로)장식하다
1103,unoccupied,"(집 등이)비어 있는, 사람이 살지 않는"
1104,renovation,"수리, 개조"
1105,appropriate,"적당한, 적합한"
1106,delay,"연기하다, ~을 뒤로 미루다"
1107,community,"지역 사회, 공동체"
1108,construction,"건설, 건축"
1109,repair,수리하다
1110,currently,현재
1111,regularly,정기적으로
1112,arrange,"배열하다, 정돈하다"
1113,location,"장소, 위치"
1114,restore,"복구하다, 회복시키다"
1115,presently,현재
1116,numerous,많은
1117,abandon,그만두다; 버리다
1118,contractor,"계약자, 도급업자"
1119,develop,개발하다
1120,maintain,"유지하다, 관리하다"
1121,densely,"빽빽이, 밀집하여"
1122,prepare,"준비하다, 채비를 갖추다"
1123,finally,"결국, 마침내"
1124,district,"지역, 지구"
1125,renewal,재개발
1126,compulsory,의무적인
1127,interfere,"방해하다, 해치다"
1128,relocation,"이전, 재배치"
1129,totally,"완전히, 전적으로"
1130,actually,"실제로, 사실은"
1131,architect,건축가
1132,enlarge,"확장하다, 확대하다"
1133,install,"설치하다, 장치하다"
1134,permanent,영구적인
1135,suppose,"생각하다, 추측하다"
1136,adjacent,인접한
1137,consist,"구성되다, 이루어지다"
1138,utility,공공시설; 공공요금
1139,conserve,"보전하다, 유지하다"
1140,chance,"가능성, 기회"
1141,forecast,(날씨의)예보
1142,waste,"쓰레기, 폐기물"
1143,dispose,"처분하다, 처리하다"
1144,recycling,재활용
1145,clear,"맑게 갠; 명백한, 분명한또렷하게, 완전히; 떨어져서"
1146,damage,"피해, 손해, 손상시키다"
1147,significant,"상당한; 중대한, 중요한"
1148,solution,해결책
1149,occur,"(일이)발생하다, 생기다"
1150,ideal,이상적인
1151,preserve,"보존하다, 보호하다"
1152,aid,"원조, 돕다"
1153,excessive,"지나친, 과도한"
1154,intensively,집중적으로
1155,vary,"다르다, 다양하다"
1156,pleasing,"즐거운, 기분 좋은, 만족스러운"
1157,mark,"점수, 평점, 표시, 축하하다"
1158,inaccessible,"접근이 불가능한, 이용이 불가능한"
1159,disturb,방해하다
1160,pollutant,오염물질
1161,emission,"배기가스, 방출"
1162,dense,"빽빽한, 밀집한"
1163,environmental,환경적인
1164,consistent,"일치하는, 지속적인, 한결같은"
1165,leak,"누출, 누출량"
1166,organization,단체
1167,continually,계속해서
1168,contaminate,오염시키다
1169,disaster,재난
1170,discharge,방출하다
1171,resource,"자원, 자료"
1172,prominent,"유명한, 두드러진"
1173,deplete,고갈시키다
1174,purify,정화시키다
1175,endangered,멸종 위기에 처한
1176,extinction,멸종
1177,drought,가뭄
1178,inflict,"(고통,피해를)입히다, 가하다"
1179,migration,"이동, 이주"
1180,ecology,"생태, 자연환경"
1181,habitat,"(동, 식물의)서식지"
1182,fatigue,피로
1183,checkup,건강 진단
1184,symtom,증상
1185,physician,내과의사
1186,diagnosis,진단
1187,prescribe,"(약을)처방하다, 규정하다"
1188,recovery,"회복, 쾌유"
1189,recognize,"인정하다, 알아보다"
1190,join,~에 가입하다
1191,comprehensive,"종합적인, 포괄적인"
1192,participate,"참여하다, 참가하다"
1193,recommend,"권고하다, 추천하다"
1194,necessary,필요한
1195,ability,능력
1196,operation,수술
1197,cleanliness,청결
1198,duration,"지속 기간, 지속"
1199,examination,"진찰, 검사"
1200,eliminate,제거하다
1201,easily,쉽게
1202,dental,치과의
1203,dietary,"식이 요법의, 규정식의"
1204,related,관련된
1205,transmit,전염시키다
1206,periodically,주기적으로
1207,reaction,반응
1208,simple,단순한
1209,coverage,"(보험의)보상 범위; (신문 등의)보도, 취재범위"
1210,exposure,노출
1211,pharmaceutical,"제약의, 약학의"
1212,premium,보험료
1213,relieve,완화시키다
1214,combination,"결합, 연합"
1215,conscious,"알고 있는, 자각하고 있는"
1216,deprivation,"박탈, 상실"
1217,health,"건강; (사회,기관의,)번영,안녕"
1218,induce,유발하다 
1219,insurance,보험
1220,nutrition,영양
1221,prevention,예방
1222,susceptible,"~에 감염되기 쉬운, 영향 받기 쉬운"
